pokedex_entry,pokemon_name,pokemon_types,species,height,weight,abilities,ev_yield,catch_rate,friendship,base_exp,growth_rate,egg_groups,genders,egg_cycles,super_effective_on_subject,not_effective_on_subject,no_effect_on_subject,description,level_up_moves
539,Sawk,['Fighting'],Karate Pokémon,1.4 m (4′07″),51.0 kg (112.4 lbs),"['Sturdy', 'Inner Focus', 'Mold Breaker']","
2 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),163,Medium Fast,['Human-Like'],"['100% male', '0% female']","20 (4,884–5,140 steps)
","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[],The karate chops of a Sawk that’s trained itself to the limit can cleave the ocean itself.,"[('1', 'Leer'), ('1', 'Rock Smash'), ('5', 'Focus Energy'), ('10', 'Double Kick'), ('15', 'Quick Guard'), ('20', 'Low Sweep'), ('25', 'Bulk Up'), ('30', 'Retaliate'), ('35', 'Brick Break'), ('40', 'Counter'), ('45', 'Endure'), ('50', 'Reversal'), ('55', 'Close Combat')]"
540,Sewaddle,"['Bug', 'Grass']",Sewing Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),"['Swarm', 'Chlorophyll', 'Overcoat']","
1 Defense ","255 (33.3% with PokéBall, full HP)",70 (normal),62,Medium Slow,['Bug'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']","['Water', 'Electric', 'Fighting']",[],"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.","[('1', 'String Shot'), ('1', 'Tackle'), ('8', 'Bug Bite'), ('15', 'Razor Leaf'), ('22', 'Struggle Bug'), ('29', 'Endure'), ('31', 'Sticky Web'), ('36', 'Bug Buzz'), ('43', 'Flail')]"
541,Swadloon,"['Bug', 'Grass']",Leaf-Wrapped Pokémon,0.5 m (1′08″),7.3 kg (16.1 lbs),"['Leaf Guard', 'Chlorophyll', 'Overcoat']","
2 Defense ","120 (15.7% with PokéBall, full HP)",70 (normal),133,Medium Slow,['Bug'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']","['Water', 'Electric', 'Fighting']",[],"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.","[('1', 'Bug Bite'), ('1', 'Grass Whistle'), ('1', 'Protect'), ('1', 'Razor Leaf'), ('1', 'String Shot'), ('1', 'Tackle')]"
542,Leavanny,"['Bug', 'Grass']",Nurturing Pokémon,1.2 m (3′11″),20.5 kg (45.2 lbs),"['Swarm', 'Chlorophyll', 'Overcoat']","
3 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),225,Medium Slow,['Bug'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']","['Water', 'Electric', 'Fighting']",[],It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,"[('1', 'Bug Bite'), ('1', 'False Swipe'), ('1', 'Razor Leaf'), ('1', 'Slash'), ('1', 'String Shot'), ('1', 'Tackle'), ('8', 'Bug Bite'), ('15', 'Razor Leaf'), ('22', 'Struggle Bug'), ('29', 'Fell Stinger'), ('32', 'Helping Hand'), ('36', 'Leaf Blade'), ('39', 'X-Scissor'), ('43', 'Entrainment'), ('46', 'Swords Dance'), ('50', 'Leaf Storm')]"
543,Venipede,"['Bug', 'Poison']",Centipede Pokémon,0.4 m (1′04″),5.3 kg (11.7 lbs),"['Poison Point', 'Swarm', 'Speed Boost']","
1 Defense ","255 (33.3% with PokéBall, full HP)",70 (normal),52,Medium Slow,['Bug'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Fire', 'Flying', 'Psychic', 'Rock']","['Poison', 'Bug', 'Fairy']",[],"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.","[('1', 'Defense Curl'), ('1', 'Rollout'), ('5', 'Poison Sting'), ('8', 'Screech'), ('12', 'Pursuit'), ('15', 'Protect'), ('19', 'Poison Tail'), ('22', 'Bug Bite'), ('26', 'Venoshock'), ('29', 'Agility'), ('33', 'Steamroller'), ('36', 'Toxic'), ('38', 'Venom Drench'), ('40', 'Rock Climb'), ('43', 'Double-Edge')]"
544,Whirlipede,"['Bug', 'Poison']",Curlipede Pokémon,1.2 m (3′11″),58.5 kg (129.0 lbs),"['Poison Point', 'Swarm', 'Speed Boost']","
2 Defense ","120 (15.7% with PokéBall, full HP)",70 (normal),126,Medium Slow,['Bug'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Fire', 'Flying', 'Psychic', 'Rock']","['Poison', 'Bug', 'Fairy']",[],"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.","[('1', 'Defense Curl'), ('1', 'Iron Defense'), ('1', 'Poison Sting'), ('1', 'Rollout'), ('1', 'Screech'), ('5', 'Poison Sting'), ('8', 'Screech'), ('12', 'Pursuit'), ('15', 'Protect'), ('19', 'Poison Tail'), ('23', 'Bug Bite'), ('28', 'Venoshock'), ('32', 'Agility'), ('37', 'Steamroller'), ('41', 'Toxic'), ('43', 'Venom Drench'), ('46', 'Rock Climb'), ('50', 'Double-Edge')]"
545,Scolipede,"['Bug', 'Poison']",Megapede Pokémon,2.5 m (8′02″),200.5 kg (442.0 lbs),"['Poison Point', 'Swarm', 'Speed Boost']","
3 Speed ","45 (5.9% with PokéBall, full HP)",70 (normal),218,Medium Slow,['Bug'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Flying', 'Psychic', 'Rock']","['Poison', 'Bug', 'Fairy']",[],"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.","[('1', 'Baton Pass'), ('1', 'Defense Curl'), ('1', 'Iron Defense'), ('1', 'Megahorn'), ('1', 'Poison Sting'), ('1', 'Rollout'), ('1', 'Screech'), ('5', 'Poison Sting'), ('8', 'Screech'), ('12', 'Pursuit'), ('15', 'Protect'), ('19', 'Poison Tail'), ('23', 'Bug Bite'), ('28', 'Venoshock'), ('33', 'Agility'), ('39', 'Steamroller'), ('44', 'Toxic'), ('47', 'Venom Drench'), ('50', 'Rock Climb'), ('55', 'Double-Edge'), ('65', 'Megahorn')]"
546,Cottonee,"['Grass', 'Fairy']",Cotton Puff Pokémon,0.3 m (1′00″),0.6 kg (1.3 lbs),"['Prankster', 'Infiltrator', 'Chlorophyll']","
1 Speed ","190 (24.8% with PokéBall, full HP)",70 (normal),56,Medium Fast,"['Fairy', 'Grass']","['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Steel']","['Water', 'Electric', 'Grass', 'Fighting', 'Ground', 'Dark']",['Dragon'],Weaving together the cotton of both Cottonee and Eldegoss produces exquisite cloth that’s highly prized by many luxury brands.,"[('1', 'Absorb'), ('1', 'Helping Hand'), ('3', 'Fairy Wind'), ('6', 'Stun Spore'), ('12', 'Mega Drain'), ('15', 'Razor Leaf'), ('18', 'Growth'), ('21', 'Poison Powder'), ('24', 'Giga Drain'), ('27', 'Charm'), ('30', 'Leech Seed'), ('33', 'Cotton Spore'), ('36', 'Energy Ball'), ('39', 'Sunny Day'), ('42', 'Endeavor'), ('45', 'Cotton Guard'), ('48', 'Solar Beam')]"
547,Whimsicott,"['Grass', 'Fairy']",Windveiled Pokémon,0.7 m (2′04″),6.6 kg (14.6 lbs),"['Prankster', 'Infiltrator', 'Chlorophyll']","
2 Speed ","75 (9.8% with PokéBall, full HP)",70 (normal),168,Medium Fast,"['Fairy', 'Grass']","['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Steel']","['Water', 'Electric', 'Grass', 'Fighting', 'Ground', 'Dark']",['Dragon'],"As long as this Pokémon bathes in sunlight, its cotton keeps growing. If too much cotton fluff builds up, Whimsicott tears it off and scatters it.","[('1', 'Absorb'), ('1', 'Charm'), ('1', 'Cotton Guard'), ('1', 'Cotton Spore'), ('1', 'Endeavor'), ('1', 'Energy Ball'), ('1', 'Fairy Wind'), ('1', 'Giga Drain'), ('1', 'Growth'), ('1', 'Gust'), ('1', 'Helping Hand'), ('1', 'Hurricane'), ('1', 'Leech Seed'), ('1', 'Mega Drain'), ('1', 'Memento'), ('1', 'Moonblast'), ('1', 'Poison Powder'), ('1', 'Razor Leaf'), ('1', 'Solar Beam'), ('1', 'Stun Spore'), ('1', 'Sunny Day'), ('1', 'Tailwind')]"
548,Petilil,['Grass'],Bulb Pokémon,0.5 m (1′08″),6.6 kg (14.6 lbs),"['Chlorophyll', 'Own Tempo', 'Leaf Guard']","
1 Special Attack ","190 (24.8% with PokéBall, full HP)",70 (normal),56,Medium Fast,['Grass'],"['0% male', '100% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],"They prefer clean water and soil. When the environment they live in turns bad, the whole bunch will up and move to a new area.","[('1', 'Absorb'), ('4', 'Growth'), ('8', 'Leech Seed'), ('10', 'Sleep Powder'), ('13', 'Mega Drain'), ('17', 'Synthesis'), ('19', 'Magical Leaf'), ('22', 'Stun Spore'), ('26', 'Giga Drain'), ('28', 'Aromatherapy'), ('31', 'Helping Hand'), ('35', 'Energy Ball'), ('37', 'Entrainment'), ('40', 'Sunny Day'), ('44', 'After You'), ('46', 'Leaf Storm')]"
549,Lilligant,['Grass'],Flowering Pokémon,1.1 m (3′07″),16.3 kg (35.9 lbs),"['Chlorophyll', 'Own Tempo', 'Leaf Guard']","
2 Special Attack ","75 (9.8% with PokéBall, full HP)",70 (normal),168,Medium Fast,['Grass'],"['0% male', '100% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],"It’s well liked by other Pokémon because of its beauty. The flower on its head needs constant care, or it will soon wither and rot.","[('1', 'Growth'), ('1', 'Leech Seed'), ('1', 'Mega Drain'), ('1', 'Synthesis'), ('10', 'Teeter Dance'), ('28', 'Quiver Dance'), ('46', 'Petal Dance'), ('50', 'Petal Blizzard')]"
550,Basculin,['Water'],Hostile Pokémon,1.0 m (3′03″),18.0 kg (39.7 lbs),"['Reckless', 'Adaptability', 'Mold Breaker']","
2 Speed ","25 (3.3% with PokéBall, full HP)",70 (normal),161,Medium Fast,['Water 2'],"['50% male', '50% female']","40 (10,024–10,280 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],056 (Black/White)104 (Black 2/White 2)060 (X/Y — Mountain Kalos)188 (U.Sun/U.Moon — Alola dex)154 (Sword/Shield),"[('1', 'Tail Whip'), ('1', 'Water Gun'), ('4', 'Tackle'), ('8', 'Flail'), ('12', 'Aqua Jet'), ('16', 'Bite'), ('20', 'Scary Face'), ('24', 'Headbutt'), ('28', 'Soak'), ('32', 'Crunch'), ('36', 'Take Down'), ('40', 'Final Gambit'), ('44', 'Aqua Tail'), ('48', 'Thrash'), ('52', 'Double-Edge'), ('56', 'Head Smash')]"
551,Sandile,"['Ground', 'Dark']",Desert Croc Pokémon,0.7 m (2′04″),15.2 kg (33.5 lbs),"['Intimidate', 'Moxie', 'Anger Point']","
1 Attack ","180 (23.5% with PokéBall, full HP)",70 (normal),58,Medium Slow,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Water', 'Grass', 'Ice', 'Fighting', 'Bug', 'Fairy']","['Poison', 'Rock', 'Ghost', 'Dark']","['Electric', 'Psychic']","Sandile’s still not good at hunting, so it mostly eats things that have collapsed in the desert. It’s called “the cleaner of the desert.”","[('1', 'Leer'), ('1', 'Rage'), ('4', 'Bite'), ('7', 'Sand Attack'), ('10', 'Torment'), ('13', 'Sand Tomb'), ('16', 'Assurance'), ('19', 'Mud-Slap'), ('22', 'Embargo'), ('25', 'Swagger'), ('28', 'Crunch'), ('31', 'Dig'), ('34', 'Scary Face'), ('37', 'Foul Play'), ('40', 'Sandstorm'), ('43', 'Earthquake'), ('46', 'Thrash')]"
552,Krokorok,"['Ground', 'Dark']",Desert Croc Pokémon,1.0 m (3′03″),33.4 kg (73.6 lbs),"['Intimidate', 'Moxie', 'Anger Point']","
2 Attack ","90 (11.8% with PokéBall, full HP)",70 (normal),123,Medium Slow,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Water', 'Grass', 'Ice', 'Fighting', 'Bug', 'Fairy']","['Poison', 'Rock', 'Ghost', 'Dark']","['Electric', 'Psychic']",It buries some of its prey in the sand to use as emergency meals when its hunts are unsuccessful.,"[('1', 'Bite'), ('1', 'Leer'), ('1', 'Rage'), ('1', 'Sand Attack'), ('4', 'Bite'), ('7', 'Sand Attack'), ('10', 'Torment'), ('13', 'Sand Tomb'), ('16', 'Assurance'), ('19', 'Mud-Slap'), ('22', 'Embargo'), ('25', 'Swagger'), ('28', 'Crunch'), ('32', 'Dig'), ('36', 'Scary Face'), ('40', 'Foul Play'), ('44', 'Sandstorm'), ('48', 'Earthquake'), ('52', 'Thrash')]"
553,Krookodile,"['Ground', 'Dark']",Intimidation Pokémon,1.5 m (4′11″),96.3 kg (212.3 lbs),"['Intimidate', 'Moxie', 'Anger Point']","
3 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),234,Medium Slow,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Water', 'Grass', 'Ice', 'Fighting', 'Bug', 'Fairy']","['Poison', 'Rock', 'Ghost', 'Dark']","['Electric', 'Psychic']",It conceals itself in sandstorms that Flygon whip up and waits patiently for prey to appear.,"[('1', 'Bite'), ('1', 'Leer'), ('1', 'Power Trip'), ('1', 'Rage'), ('1', 'Sand Attack'), ('4', 'Bite'), ('7', 'Sand Attack'), ('10', 'Torment'), ('13', 'Sand Tomb'), ('16', 'Assurance'), ('19', 'Mud-Slap'), ('22', 'Embargo'), ('25', 'Swagger'), ('28', 'Crunch'), ('32', 'Dig'), ('36', 'Scary Face'), ('42', 'Foul Play'), ('48', 'Sandstorm'), ('54', 'Earthquake'), ('60', 'Outrage')]"
554,Darumaka,['Fire'],Zen Charm Pokémon,0.6 m (2′00″),37.5 kg (82.7 lbs),"['Hustle', 'Inner Focus']","
1 Attack ","120 (15.7% with PokéBall, full HP)",70 (normal),63,Medium Slow,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Fighting', 'Rock', 'Steel']",['Ice'],[],060 (Black/White)102 (Black 2/White 2)367 (Sword/Shield),"[('1', 'Ember'), ('1', 'Tackle'), ('4', 'Taunt'), ('8', 'Bite'), ('12', 'Incinerate'), ('16', 'Work Up'), ('20', 'Fire Fang'), ('24', 'Headbutt'), ('28', 'Fire Punch'), ('32', 'Uproar'), ('36', 'Belly Drum'), ('40', 'Flare Blitz'), ('44', 'Thrash'), ('48', 'Superpower')]"
555,Darmanitan,['Fire'],Blazing Pokémon,1.3 m (4′03″),92.9 kg (204.8 lbs),"['Sheer Force', 'Zen Mode']","
2 Attack ","60 (7.8% with PokéBall, full HP)",70 (normal),168,Medium Slow,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Water', 'Fighting', 'Ground', 'Rock']","['Grass', 'Bug', 'Fairy']",[],061 (Black/White)103 (Black 2/White 2)368 (Sword/Shield),"[('1', 'Bite'), ('1', 'Ember'), ('1', 'Hammer Arm'), ('1', 'Tackle'), ('1', 'Taunt'), ('12', 'Incinerate'), ('16', 'Work Up'), ('20', 'Fire Fang'), ('24', 'Headbutt'), ('28', 'Fire Punch'), ('32', 'Uproar'), ('38', 'Belly Drum'), ('44', 'Flare Blitz'), ('50', 'Thrash'), ('56', 'Superpower')]"
556,Maractus,['Grass'],Cactus Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),"['Water Absorb', 'Chlorophyll', 'Storm Drain']","
2 Special Attack ","255 (33.3% with PokéBall, full HP)",70 (normal),161,Medium Fast,['Grass'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Electric', 'Grass', 'Ground']",['Water'],"Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.","[('1', 'Absorb'), ('1', 'After You'), ('1', 'Ingrain'), ('1', 'Peck'), ('1', 'Spiky Shield'), ('4', 'Growth'), ('8', 'Mega Drain'), ('12', 'Leech Seed'), ('16', 'Sucker Punch'), ('20', 'Pin Missile'), ('24', 'Giga Drain'), ('28', 'Sweet Scent'), ('32', 'Synthesis'), ('36', 'Petal Blizzard'), ('40', 'Cotton Spore'), ('44', 'Sunny Day'), ('48', 'Solar Beam'), ('52', 'Acupressure'), ('56', 'Petal Dance'), ('60', 'Cotton Guard')]"
557,Dwebble,"['Bug', 'Rock']",Rock Inn Pokémon,0.3 m (1′00″),14.5 kg (32.0 lbs),"['Sturdy', 'Shell Armor', 'Weak Armor']","
1 Defense ","190 (24.8% with PokéBall, full HP)",70 (normal),65,Medium Fast,"['Bug', 'Mineral']","['50% male', '50% female']","20 (4,884–5,140 steps)
","['Water', 'Rock', 'Steel']","['Normal', 'Poison']",[],"It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.","[('1', 'Fury Cutter'), ('1', 'Sand Attack'), ('4', 'Withdraw'), ('8', 'Smack Down'), ('12', 'Bug Bite'), ('16', 'Flail'), ('20', 'Slash'), ('24', 'Rock Slide'), ('28', 'Stealth Rock'), ('32', 'Rock Blast'), ('36', 'X-Scissor'), ('40', 'Rock Polish'), ('44', 'Shell Smash'), ('48', 'Rock Wrecker')]"
558,Crustle,"['Bug', 'Rock']",Stone Home Pokémon,1.4 m (4′07″),200.0 kg (440.9 lbs),"['Sturdy', 'Shell Armor', 'Weak Armor']","
2 Defense ","75 (9.8% with PokéBall, full HP)",70 (normal),170,Medium Fast,"['Bug', 'Mineral']","['50% male', '50% female']","20 (4,884–5,140 steps)
","['Water', 'Rock', 'Steel']","['Normal', 'Poison']",[],Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.,"[('1', 'Fury Cutter'), ('1', 'Sand Attack'), ('1', 'Smack Down'), ('1', 'Withdraw'), ('12', 'Bug Bite'), ('16', 'Flail'), ('20', 'Slash'), ('24', 'Rock Slide'), ('28', 'Stealth Rock'), ('32', 'Rock Blast'), ('38', 'X-Scissor'), ('44', 'Rock Polish'), ('50', 'Shell Smash'), ('56', 'Rock Wrecker')]"
559,Scraggy,"['Dark', 'Fighting']",Shedding Pokémon,0.6 m (2′00″),11.8 kg (26.0 lbs),"['Shed Skin', 'Moxie', 'Intimidate']","
1 Attack ","180 (23.5% with PokéBall, full HP)",35 (lower than normal),70,Medium Fast,"['Dragon', 'Field']","['50% male', '50% female']","15 (3,599–3,855 steps)
","['Fighting', 'Flying', 'Fairy']","['Rock', 'Ghost']",['Psychic'],It protects itself with its durable skin. It’s thought that this Pokémon will evolve once its skin has completely stretched out.,"[('1', 'Leer'), ('1', 'Low Kick'), ('4', 'Payback'), ('8', 'Headbutt'), ('12', 'Sand Attack'), ('16', 'Facade'), ('20', 'Protect'), ('24', 'Beat Up'), ('28', 'Scary Face'), ('32', 'Brick Break'), ('36', 'Swagger'), ('40', 'Crunch'), ('44', 'High Jump Kick'), ('48', 'Focus Punch'), ('52', 'Head Smash')]"
560,Scrafty,"['Dark', 'Fighting']",Hoodlum Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),"['Shed Skin', 'Moxie', 'Intimidate']","
1 Defense, 1 Special Defense ","90 (11.8% with PokéBall, full HP)",70 (normal),171,Medium Fast,"['Dragon', 'Field']","['50% male', '50% female']","15 (3,599–3,855 steps)
","['Fighting', 'Flying', 'Fairy']","['Rock', 'Ghost']",['Psychic'],"While mostly known for having the temperament of an aggressive ruffian, this Pokémon takes very good care of its family, friends, and territory.","[('1', 'Headbutt'), ('1', 'Leer'), ('1', 'Low Kick'), ('1', 'Payback'), ('12', 'Sand Attack'), ('16', 'Facade'), ('20', 'Protect'), ('24', 'Beat Up'), ('28', 'Scary Face'), ('32', 'Brick Break'), ('36', 'Swagger'), ('42', 'Crunch'), ('48', 'High Jump Kick'), ('54', 'Focus Punch'), ('60', 'Head Smash')]"
561,Sigilyph,"['Psychic', 'Flying']",Avianoid Pokémon,1.4 m (4′07″),14.0 kg (30.9 lbs),"['Wonder Skin', 'Magic Guard', 'Tinted Lens']","
2 Special Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),172,Medium Fast,['Flying'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']","['Grass', 'Psychic']",['Ground'],A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.,"[('1', 'Confusion'), ('1', 'Gust'), ('5', 'Gravity'), ('10', 'Hypnosis'), ('15', 'Air Cutter'), ('20', 'Psybeam'), ('25', 'Whirlwind'), ('30', 'Cosmic Power'), ('35', 'Air Slash'), ('40', 'Psychic'), ('45', 'Tailwind'), ('50', 'Light Screen'), ('50', 'Reflect'), ('55', 'Sky Attack'), ('60', 'Skill Swap')]"
562,Yamask,['Ghost'],Spirit Pokémon,0.5 m (1′08″),1.5 kg (3.3 lbs),['Mummy'],"
1 Defense ","190 (24.8% with PokéBall, full HP)",70 (normal),61,Medium Fast,"['Amorphous', 'Mineral']","['50% male', '50% female']","25 (6,169–6,425 steps)
","['Water', 'Grass', 'Ice', 'Ghost', 'Dark']","['Bug', 'Rock']","['Normal', 'Electric', 'Fighting']",068 (Black/White)124 (Black 2/White 2)327 (Sword/Shield),"[('1', 'Astonish'), ('1', 'Protect'), ('4', 'Haze'), ('8', 'Night Shade'), ('12', 'Disable'), ('16', 'Will-O-Wisp'), ('20', 'Crafty Shield'), ('24', 'Hex'), ('28', 'Mean Look'), ('32', 'Grudge'), ('36', 'Curse'), ('40', 'Shadow Ball'), ('44', 'Dark Pulse'), ('48', 'Guard Split'), ('48', 'Power Split'), ('52', 'Destiny Bond')]"
563,Cofagrigus,['Ghost'],Coffin Pokémon,1.7 m (5′07″),76.5 kg (168.7 lbs),['Mummy'],"
2 Defense ","90 (11.8% with PokéBall, full HP)",70 (normal),169,Medium Fast,"['Amorphous', 'Mineral']","['50% male', '50% female']","25 (6,169–6,425 steps)
","['Ghost', 'Dark']","['Poison', 'Bug']","['Normal', 'Fighting']",There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.,"[('1', 'Astonish'), ('1', 'Haze'), ('1', 'Night Shade'), ('1', 'Protect'), ('1', 'Scary Face'), ('1', 'Shadow Claw'), ('12', 'Disable'), ('16', 'Will-O-Wisp'), ('20', 'Crafty Shield'), ('24', 'Hex'), ('28', 'Mean Look'), ('32', 'Grudge'), ('38', 'Curse'), ('44', 'Shadow Ball'), ('50', 'Dark Pulse'), ('56', 'Guard Split'), ('56', 'Power Split'), ('62', 'Destiny Bond')]"
564,Tirtouga,"['Water', 'Rock']",Prototurtle Pokémon,0.7 m (2′04″),16.5 kg (36.4 lbs),"['Solid Rock', 'Sturdy', 'Swift Swim']","
1 Defense ","45 (5.9% with PokéBall, full HP)",70 (normal),71,Medium Fast,"['Water 1', 'Water 3']","['87.5% male', '12.5% female']","30 (7,454–7,710 steps)
","['Electric', 'Grass', 'Fighting', 'Ground']","['Normal', 'Ice', 'Poison', 'Flying']",[],"Its hunting grounds encompassed a broad area, from the land to more than half a mile deep in the ocean.","[('1', 'Bide'), ('1', 'Water Gun'), ('1', 'Withdraw'), ('5', 'Rollout'), ('8', 'Bite'), ('11', 'Protect'), ('15', 'Aqua Jet'), ('18', 'Ancient Power'), ('21', 'Crunch'), ('25', 'Wide Guard'), ('28', 'Brine'), ('31', 'Smack Down'), ('35', 'Curse'), ('38', 'Shell Smash'), ('41', 'Aqua Tail'), ('45', 'Rock Slide'), ('48', 'Rain Dance'), ('50', 'Hydro Pump')]"
